char,pron
輻射冷卻,fuk5 sa4 lang1 kiok5
福至心靈,fuk5 zi4 sim1 lin2
格仔紙,gak5 zai3 zi3
急中生智,gip5 zung1 sang1 zi4
肝腸寸斷,gon1 cong2 cun4 ton4
故地重遊,gu4 ti4 cung2 yiu2
公兩,gung1 liong1
工商銀行,gung1 song1 ngiun2 hong2
吃着,ket5 cok6
虛度,hi1 tu4
好緊火,hau3 gin3 fo3
好唔好人,hau3 m1 hau3 ngin2
二仔底,ngi4 zai3 dai3
應敵,yin4 tit6
應用層,yin4 yung4 cen2
應諾,yin4 lok5
融合為一,yung2 hap6 vui2 yit5
啟鑽苑,ki3 zon4 yen4
溝通下,geu1 tung1 ha4
兩尺,liong1 cak5
冇譜,mau2 pu3
諗唔諗住,lem3 m1 lem3 cu4
平均速度,pin2 giun1 suk5 tu4
三人成虎,sam1 ngin2 sin2 fu3
三焦,sam1 ziau1
卸載,sia4 zoi4
蘇打粉,su1 da3 fun3
吞吃,tun1 ket5
偷腥,teu1 siang1
天華路,tien1 fa2 lu4
走讀,zeu3 tuk6
做鬼臉,zo4 gui3 liam3
中意人,zung1 yi4 ngin2
鑽牆,zon4 siong2
白裏透紅,pak6 li1 teu4 fung2
八種,bat5 zung3
薄荷油,pok6 ho2 yiu2
賊過興兵,cet6 go4 hin1 bin1
參禪,cam1 sam2
撐共,cang1 kiung4
錯有錯着,co4 yiu1 co4 cok6
長生果,cong2 sang1 go3
財經演員,coi2 gin1 yen1 yen2
得閒咪,det5 han2 mai4
度頸,tok6 giang3
毒力,tuk6 lit6
番書仔,fan1 su1 zai3
間奏,gan4 zeu4
金馬倫道,gim1 ma1 lun2 tau4
糾錯,giu3 co4
驚鴻,gin1 fung2
後生可畏,heu4 sang1 ko3 vui4
後會無期,heu4 fui4 vu2 ki2
康寧道,kong1 len2 tau4
好命水,hau3 miang4 sui3
疑難雜症,ngi2 lan2 cap6 zin4
卡債,kat6 zai4
禁使,gim1 su3
區間車,ki1 gan1 ca1
冷知識,lang1 zi4 sit5
兩棵,liong1 ko1
兩門,liong1 mun2
兩雙,liong1 sung1
馬到成功,ma1 dau4 sin2 gung1
晚禱,man1 dau3
木頭公仔,muk5 teu2 gung1 zai3
凹凸有致,ngiap5 tut6 yiu1 zi4
安徽省,on1 fui1 sen3
拍散拖,pok5 san3 to1
辟腥,pit5 siang1
培正道,pui2 zin4 tau4
三頂,sam1 dang3
三廢,sam1 fui4
三音,sam1 yim1
修道士,siu1 tau4 su4
蛇紋石,sa2 vun2 sak6
陝西省,sam3 si1 sen3
上合組織,song4 hap6 zu3 zit5
上智,song4 zi4
頭伏,teu2 fuk6
餞行,zien4 hang2
整食,zin3 sit6
朝露,zau1 lu4
中英街,zung1 yin1 gai1
中蛇,zung4 sa2
拗氣,au4 hi4
不錯不錯,but5 co4 but5 co4
俾電話,bi1 tien4 va4
弁言,pien4 ngien2
冰風暴,ben1 fung1 pau4
背黑鍋,boi4 het5 vo1
背城借一,boi4 sang2 zia4 yit5
酬載,ciu2 zoi4
前舖後居,cien2 pu4 heu4 gi1
唱名,cong4 miang2
從嚴處理,cung2 ngiam2 cu3 li1
打蘭,da3 lan2
汀角,dang1 gok5
副相,fu4 siong4
見賢思齊,gien4 hien2 su1 ce2
經典案例,gin1 dien3 on4 li4
薑啤,giong1 bia1
觀音借庫,gon1 yim1 zia4 ku4
過三爆四,go4 sam1 bau4 si4
客務中心,hak5 vu4 zung1 sim1
行政署,hang2 zin4 su4
後勤區,heu4 kiun2 ki1
好少玩,hau3 sau3 van2
現磨,hien4 mo2
傾乜,kin1 mak5
鯉魚門道,li1 ng2 mun2 tau4
碼仔,ma1 zai3
摩頂,mo2 dang3
網路平台,miong3 lu4 pin2 toi2
諗錯,lem3 co4
咬長糧,ngau1 cong2 liong2
奀仔,ngan1 zai3
便宜莫貪,pien2 li2 mok6 tam1
莎車,sa1 ca1
三點盡露,sam1 diam3 cin4 lu4
三毫,sam1 hau2
散叫,san3 giau4
成唔成熟,sin2 m1 sin2 suk6
推唔推薦,tui1 m1 tui1 zien4
拖下拖下,to1 ha4 to1 ha4
華人置業,fa2 ngin2 zi4 ngiap6
畫餅充飢,vak6 biang3 cung1 gi1
玩陣,van2 cin4
為時過早,vui2 si2 go4 zau3
護長,fu4 zong3
曾慶紅,zen1 kin4 fung2
遭難,zau1 lan4
中資集團,zung1 zu1 sip6 ton2
專名,zon1 min2
扁食,bien3 sit6
僕從,puk6 cung2
般咸道,ban1 ham2 tau4
參考文獻,cam1 kau3 vun2 hien4
參考消息,cam1 kau3 siau1 sit5
齊眉,ce2 mi2
長青隧道,cong2 ciang1 sui4 tau4
曹參,cau2 sem1
調倉,tiau4 cong1
當代史,dong1 toi4 su3
都會大學,du1 fui4 tai4 hok6
訓導處,hiun4 tau3 cu4
貨卡,fo4 ka1
家鄉話,ga1 hiong1 va4
加茲尼省,ga1 zu1 li2 sen3
解決爭端,gai3 giet5 zang1 don1
禁受,gim4 siu4
吉林省,git5 lim2 sen3
驚疑,gin1 ngi2
降落地點,gong4 lok6 ti4 diam3
高士威道,gau1 su4 vui1 tau4
拐下拐下,gai3 ha4 gai3 ha4
黑龍江省,het5 lung2 gong1 sen3
核國家,het6 get5 ga1
氣凝膠,hi4 ngien2 gau1
海防道,hoi3 fong2 tau4
好耐下,hau3 lai4 ha4
陰極,yim1 kit6
一哄而散,yit5 fung3 yi2 san4
一兩隊,yit5 liong1 dui4
卡邦尼,ka1 bong1 li2
林柿,lim2 se2
餾分,liu4 fun4
蕾絲邊,lui2 su1 bien1
浪茄,long4 kio2
馬到功成,ma1 dau4 gung1 sin2
銀行擔保,ngiun2 hong2 dam1 bau3
偶一為之,ngeu3 yit5 vui2 zu1
惡貫滿盈,ok5 gon4 man1 yin2
惡劣天氣,ok5 lot5 tien1 hi4
拍長拖,pok5 cong2 to1
三箱,sam1 siong1
省力,sen3 lit6
深痛惡絕,cim1 tung4 vu4 ciet6
身負重傷,sin1 fu4 cung1 song1
神經網,sin2 gin1 miong3
禪心,sam2 sim1
成夜,sin2 ya4
小楷,siau3 kai3
商品經濟,song1 pin3 gin1 zi4
掃黃打非,sau4 vong2 da3 fui1
宿分,suk5 fun4
貪威識食,tam1 vui1 sit5 sit6
體積重,ti3 zit5 cung1
穩唔穩定,vun3 m1 vun3 tin4
混凝土車,fun3 ngien2 tu3 ca1
黃梅調,vong2 moi2 tiau4
走為上着,zeu3 vui2 song4 cok6
資質平庸,zu1 zit5 pin2 yung2
直呼其名,cit6 fu1 ki2 min2
直角三角,cit6 gok5 sam1 gok5
朝歌,zau1 go1
載客車,zoi4 hak5 ca1
鑽心,zon1 sim1
轉引,zon3 yin3
差派,cai1 pai4
陳家強,cin2 ga1 kiong2
前仰後合,cien2 ngiong1 heu4 hap6
坐無影凳,co1 vu2 yang3 den4
重秤,cung1 cin4
傳道人,con2 tau4 ngin2
傳旨,con2 zi3
打飯,da3 fan4
搭公車,dap5 gung1 ca1
點都應該,diam3 du1 yin1 goi1
顛倒眾生,dien1 dau3 zung4 sang1
頂瓜瓜,din3 ga1 ga1
倒手,dau3 siu3
道岔,tau4 ca4
蕃茄醬,fan1 kio2 ziong4
翻山越嶺,fan1 san1 yet6 liang1
縫衣針,fung2 yi1 zim1
監督者,gam1 duk5 za3
減震器,gam3 zin3 hi4
甲仔,gap5 zai3
計下條數,ge4 ha4 tiau2 su4
禁漁,gim4 ng2
舊調重彈,kiu4 tiau4 cung2 tan2
舉重若輕,gi3 cung2 yok6 kiang1
寒蟬效應,hon2 sam2 hau4 yin4
人體解剖,ngin2 ti3 gai3 peu3
日夜顛倒,ngit5 ya4 dien1 dau3
凝眸,ngien2 meu2
腰椎間盤,yau1 zui1 gan1 pan2
遠近馳名,yen3 kiun4 ci2 min2
月華街,ngiet6 fa2 gai1
窮奢極侈,kiung2 ca1 kit6 ci3
良種,liong2 zung3
劣種,lot5 zung3
問題少年,mun4 ti2 sau4 ngien2
磨薑,mo2 giong1
無精打采,vu2 zin1 da3 cai3
勾三搭四,geu1 sam1 dap5 si4
牛頭角道,ngiu2 teu2 gok5 tau4
昂平,ngong2 pin2
炮仔,pau4 zai3
平角,pin2 gok5
三重奏,sam1 cung2 zeu4
三個骨褲,sam1 go4 gut5 fu4
省心,sen3 sim1
烚下烚下,sap6 ha4 sap6 ha4
洗盡鉛華,se3 cin4 yen2 fa2
生長素,sang1 zong3 su4
實況轉播,sit6 kong3 zon3 bo4
羞羞臉,siu1 siu1 liam3
守車,siu3 ca1
手鑽,siu3 zon4
上映期間,song4 yang3 ki2 gan1
推委,tui1 vui1
推薦書,tui1 zien4 su1
聽頭,tin4 teu2
斷線風箏,ton1 sien4 fung1 zen1
往灣仔,vong1 van1 zai3
積攢,zit5 zon1
戰略伙伴,zien4 liok6 fo3 pan4
蔣中正,ziong3 zung1 zin4
轉背,zon3 boi4
轉遞,zon3 ti4
亞士匹靈,a1 su4 pit5 lin2
擺定,bai3 tin4
被乘數,pi4 sin2 su4
保姆車,bau3 mu1 ca1
撐艇,cang1 tiang3
齊步,ce2 pu4
錯角,co4 gok5
擔挑,dam4 tiau1
啄食,dok5 sit6
當無數,dong4 vu2 su4
賭啤,du3 pia1
倒掛金鈎,dau4 ga4 gim1 geu1
道唔道德,tau4 m1 tau4 det5
篤篤車,duk5 duk5 ca1
搞不定,gau3 but5 tin4
近體詩,kiun4 ti3 si1
急難,gip5 lan4
驚恐症,gin1 kiung3 zin4
乾巴,gon1 ba1
講打講殺,gong3 da3 gong3 sat5
高超道,gau1 cau1 tau4
鼓起泡腮,gu3 hi3 pau1 soi1
觀瞻,gon1 zam1
怪相,gai4 siong4
後視鏡,heu4 si4 giang4
汽車維修,ki4 ca1 vui2 siu1
海上鮮,hoi3 song4 sien1
漢坦病毒,hon4 tan3 piang4 tuk6
好難解釋,hau3 lan2 gai3 sit5
耳道,ngi3 tau4
義正辭嚴,ngi4 zin4 cu2 ngiam2
熱解,ngiet6 gai3
躍然紙上,yok5 yen2 zi3 song4
令弟,lin4 ti4
兩厘,liong1 li2
兩盞,liong1 zan3
魯平,lu1 pin2
聯合道,lien2 hap6 tau4
味噌湯,mui4 zen1 tong1
幕間,mok5 gan1
忙中有錯,mong2 zung1 yiu1 co4
每度,mui1 tu4
木馬病毒,muk5 ma1 piang4 tuk6
奶量,lai1 liong4
牙籤仔,nga2 ciam1 zai3
安達臣道,on1 tat6 sin2 tau4
平等主義,pin2 den3 zu3 ngi4
婆仔數,po2 zai3 su4
三吋,sam1 cun4
山西省,san1 si1 sen3
手工啤,siu3 gung1 bia1
惜肉如金,sit5 ngiuk5 yi2 gim1
食品衞生,sit6 pin3 vui4 sang1
食長糧,sit6 cong2 liong2
食菌,sit6 kiun3
鮮明對比,sien1 min2 dui4 bi3
小滴,siau3 tit6
蘇打水,su1 da3 sui3
聽曲,tang4 kiuk5
畫鬼腳,vak6 gui3 giok5
為善最樂,vui2 sen4 zui4 lok6
瘟仔,vun1 zai3
枕藉,zim3 cit6
正菜,zang4 coi4
轉危為安,zon3 ngui2 vui2 on1
拗彎,au3 van1
拗數,au4 su4
不孝有三,but5 hau4 yiu1 sam1
半路上,ban4 lu4 song4
半唐番,ban4 tong2 fan1
撥電話,pat5 tien4 va4
尋歡作樂,cim2 fon1 zok5 lok6
車天車地,ca1 tien1 ca1 ti4
青海省,ciang1 hoi3 sen3
娼婦,cong1 fu4
串供,con4 giung1
單眼仔,dan1 ngan3 zai3
顛三倒四,dien1 sam1 dau3 si4
汀角路,dang1 gok5 lu4
頂讓,din3 ngiong4
度稿,tok6 gau3
反差萌,fan3 ca1 men2
伽馬射線,ga1 ma1 sa4 sien4
雞包仔,gai1 bau1 zai3
禁唔禁,gim4 m1 gim4
禁條,gim4 tiau2
基道中學,gi1 tau4 zung1 hok6
見鑊打鑊,gien4 vok6 da3 vok6
肝膽相照,gon1 dam3 siong1 zau4
江西省,gong1 si1 sen3
官差,gon1 cai1
觀音坐蓮,gon1 yim1 co1 lien2
後唔後悔,heu4 m1 heu4 fui4
後嗣,heu4 su4
海平線,hoi3 pin2 sien4
一技傍身,yit5 ki3 pong2 sin1
有卡士,yiu1 ka1 si3
育種,yuk5 zung3
如詩如畫,yi2 si1 yi2 fa4
與人為善,yi1 ngin2 vui2 sen4
規行矩步,gui1 hang2 gi3 pu4
理屈詞窮,li1 kiut5 cu2 kiung2
羅便臣道,lo2 pien4 sin2 tau4
梁繼平,liong2 gi4 pin2
咯咯笑,gok6 gok6 siau4
磨碌,mo4 luk5
難喝,lan2 hot5
難以名狀,lan2 yi1 min2 cong4
銀行假,ngiun2 hong2 ga3
外國話,ngoi4 get5 va4
安名,on1 miang2
平喉,pin2 heu2
三副,sam1 fu4
三斤,sam1 gin1
三綱五常,sam1 gong1 ng3 song2
薩拉曼卡,sat5 lai1 man4 ka1
心中無數,sim1 zung1 vu2 su4
十載,sip6 zai3
蛇都死,sa2 du1 si3
蛇佬,sa2 lau3
四便,si4 pien4
成頭汗,sang2 teu2 hon4
水泥車,sui3 lai2 ca1
使用價值,si3 yung4 ga4 cit6
侍衞長,si4 vui4 zong3
識轉彎,sit5 zon3 van1
相見恨晚,siong1 gien4 hen4 man1
褪後,tun4 heu4
艇仔粥,tiang3 zai3 zuk5
推牆,tui1 siong2
塘尾道,tong2 mui1 tau4
華界,fa2 gai4
灣仔道,van1 zai3 tau4
最塞,zui4 set5
自乾五,cu4 gon1 ng3
珠被,zu1 pi1
尊長,zun1 zong3
啜飲,zot5 yim3
凹頭,au4 teu2
敗者為寇,pai4 za3 vui2 keu4
逼上梁山,bit5 song4 liong2 san1
差失,ca1 sit5
柴灣道,cai2 van1 tau4
參政權,cam1 zin4 kien2
車前草,ca1 cien2 cau3
清拆户,cin1 cak5 fu4
坐去,co1 hi4
暢運道,cong4 yun4 tau4
長此以往,cong2 cu3 yi1 vong1
粗茶淡飯,cu1 ca2 tam4 fan4
衝要,cung1 yau4
從左到右,cung2 zo3 dau4 yiu4
打呼嚕,da3 fu1 lu1
大坑道,tai4 hang1 tau4
掂當,tiam4 dong4
電氣道,tien4 hi4 tau4
佃户,tien4 fu4
讀研,tuk6 ngan3
東拼西湊,dung1 pin4 si1 ceu4
復讀,fuk6 tuk6
今日好凍,gim1 ngit5 hau3 dung4
極值,kit6 cit6
閨中,gui1 zung1
黑户,het5 fu4
行李員,hang2 li3 yen2
喜靈洲,hi3 lin2 ziu1
興辦,hin1 pan4
音名,yim1 min2
一兩班,yit5 liong1 ban1
一兩股,yit5 liong1 gu3
一兩支,yit5 liong1 zi1
遊戲人間,yiu2 hi4 ngin2 gan1
二百三十,ngi4 bak5 sam1 sip6
賢弟,hien2 ti4
卡爾加里,ka1 li3 ga1 li1
卡梅倫,ka1 moi2 lun2
禮頓道,li1 un4 tau4
廉正,liam2 zin4
量器,liong2 hi4
兩粒花,liong1 lip5 fa1
樂捐,lok6 gien1
文法學校,vun2 fap5 hok6 gau3
外交使節,ngoi4 gau1 si4 ziet5
內線交易,lui4 sien4 gau1 yit6
三次方,sam1 cu4 fong1
三號波,sam1 hau4 bo1
三令五申,sam1 lin4 ng3 sin1
三盞,sam1 zan3
水舞間,sui3 mu3 gan1
純素食,sun2 su4 sit6
司徒拔道,su1 tu2 pat6 tau4
承應,sin2 yin1
相對速度,siong1 dui4 suk5 tu4
相反詞,siong1 fan3 cu2
相圖,siong4 tu2
推搡,tui1 song3
為食鬼,vui4 sit6 gui3
雲南省,yun2 lam2 sen3
攢錢,zon1 cien2
就中意,ciu4 zung1 yi4
謝斐道,cia4 fui3 tau4
褶皺,zap5 zeu4
做場好戲,zo4 cong2 hau3 hi4
尊唔尊重,zun1 m1 zun1 cung4
品質管理,pin3 zit5 gon3 li1
不可戰勝,but5 ko3 zien4 sin4
邊户,bien1 fu4
冰墊,ben1 tiap6
寢食不安,cim3 sit6 but5 on1
七間,cit5 gan1
車親,ca1 cin1
痴心錯付,ci1 sim1 co4 fu4
呈祥道,cin2 siong2 tau4
打毒針,da3 tuk6 zim1
膽大妄為,dam3 tai4 mong3 vui2
第一打,ti4 yit5 da1
電力機車,tien4 lit6 gi1 ca1
頂心杉,din3 sim1 cam3
附屬法例,fu4 suk6 fap5 li4
解甲歸田,gai3 gap5 gui1 tien2
解唔解釋,gai3 m1 gai3 sit5
近地點,kiun4 ti4 diam3
高唔高質,gau1 m1 gau1 zit5
觀乎,gon1 fu2
均衡飲食,giun1 fen2 yim3 sit6
光復上水,gong1 fuk6 song4 sui3
黑道中人,het5 tau4 zung1 ngin2
衡平,fen2 pin2
行跡,hang2 zit5
好大條,hau3 tai4 tiau2
好聲音,hau3 sang1 yim1
驛傳,yit6 con2
卡美洛,ka1 mui1 lok6
兩具,liong1 ki3
密質質,mit6 zit5 zit5
咩毛,me1 mau1
磨鏡,mo2 giang4
無以為生,vu2 yi1 vui2 sang1
每道,mui1 tau4
哪樣,lai4 yong4
難以為繼,lan2 yi1 vui2 gi4
五覺,ng3 gok5
囊泡,long2 pau1
啤啤夫,pia1 pia1 fu1
披散,pi1 san3
拼錯,pin4 co4
三棵,sam1 ko1
三服,sam1 fuk6
三色台,sam1 set5 toi2
心律不正,sim1 lut6 but5 zin4
神經外科,sin2 gin1 ngoi4 ko1
十行,sip6 hong2
瘦蜢蜢,seu4 mang3 mang3
禪林,sam2 lim2
爽呢,song3 le1
素昧平生,su4 mui3 pin2 sang1
縮成一團,suk5 sin2 yit5 ton2
天差地別,tien1 ca1 ti4 piet6
亭長,tin2 zong3
托運行李,tok5 yun4 hang2 li3
斷水斷糧,ton1 sui3 ton1 liong2
華國鋒,fa4 get5 fung1
緩降,fon4 gong4
玩弄感情,van4 lung4 gam3 cin2
側重點,zet5 cung4 diam3
正歌,zin4 go1
正義黨,zin4 ngi4 dong3
正確路線,zin4 kok5 lu4 sien4
着邊,cok6 bien1
做廳長,zo4 tang1 zong3
轉注,zon3 zu4
百勝角,bak5 sin4 gok5
筆供,bit5 giung1
不足為怪,but5 zuk5 vui2 gai4
半鹹半淡,ban4 ham2 ban4 tam1
慘勝,cam3 sin4
剷泥車,can3 lai2 ca1
擦錯鞋,cat5 co4 hai2
趁熱食,cin4 ngiet6 sit6
七道,cit5 tau4
重九,cung2 giu3
單車館,dan1 ca1 gon3
電解電容,tien4 gai3 tien4 yung2
調啦,tiau4 la1
到死死下,dau4 si3 si3 ha4
道唔道歉,tau4 m1 tau4 kiap5
斷代,ton4 toi4
科技成果,ko1 ki3 sin2 go3
房祖名,fong2 zu3 min2
伏地挺身,fuk6 ti4 tin3 sin1
急呀,gip5 a2
結為夫妻,giet5 vui2 fu1 ci1
乾瘦,gon1 seu4
孝經,hau4 gin1
好高難度,hau3 gau1 lan2 tu4
一人少句,yit5 ngin2 sau3 gi4
一式兩份,yit5 sit5 liong1 fun4
有滴,yiu1 tit6
洋話,yong2 va4
養虎為患,yong1 fu3 vui2 fam4
預防接種,yi4 fong2 ziap5 zung3
棋差一着,ki2 ca1 yit5 cok6
離地中產,li2 ti4 zung1 san3
瞭然,liau3 yen2
兩吋,liong1 cun4
六度,luk5 tu4
默坐,met6 co4
文種,vun2 zung3
無縫連接,vu2 pung4 lien2 ziap5
門户之見,mun2 fu4 zu1 gien4
扭着,ngiu3 cok6
五十三,ng3 sip6 sam1
攀山越嶺,pan1 san1 yet6 liang1
平沽,piang2 gu1
平洲,pin2 ziu1
三家村,sam1 ga1 cun1
三號風球,sam1 hau4 fung1 kiu2
三匹,sam1 pit5
十二經,sip6 ngi4 gin1
舍弟,sa4 ti4
射流,sa4 liu2
水過鴨背,sui3 go4 ap5 boi4
適唔適應,sit5 m1 sit5 yin4
食皇家飯,sit6 fong2 ga1 fan4
成業街,sin2 ngiap6 gai1
上眼皮,song4 ngan3 pi2
數千名,su4 cien1 min2
推心置腹,tui1 sim1 zi4 fuk5
調準,tiau2 zun3
通便藥,tung1 pien4 yok6
穩紮穩打,vun3 zat5 vun3 da3
回電話,fui2 tien4 va4
習非成是,sip6 fui1 sin2 si4
真好吃,zin1 hau3 ket5
汁都撈埋,zip5 du1 lau1 mai2
就裏,ciu4 li1
滋油淡定,zu1 yiu2 tam4 tin4
正經八百,zin4 gin1 bat5 bak5
着名牌,zok5 min2 pai2
再好不過,zai4 hau3 but5 go4
中港城,zung1 gong3 sang2
中信銀行,zung1 sin4 ngiun2 hong2
縱橫遊,zung1 vang2 yiu2
重文輕武,cung4 vun2 kiang1 vu1
轉移安置,zon3 yi2 on1 zi4
轉移支付,zon3 yi2 zi1 fu4
挨年近晚,ai1 ngien2 kiun4 man1
白加道,pak6 ga1 tau4
閉會,bi4 fui4
不可限量,but5 ko3 han4 liong4
不識好歹,but5 sit5 hau3 dai3
祕書長,bi4 su1 zong3
保安仔,bau3 on1 zai3
杯盤狼藉,bui1 pan2 long2 cit6
七度,cit5 tu4
七下,cit5 ha4
坐包廂,co1 bau1 siong1
粗重工夫,cu1 cung1 gung1 fu1
傳達員,con2 tat6 yen2
傳聲器,con2 sang1 hi4
打擊手,da3 git5 siu3
打亂種,da3 lon4 zung3
打醮,da3 ziau4
大篷車,tai4 pung2 ca1
擔天望地,dam1 tien1 mong4 ti4
第五縱隊,ti4 ng3 zung1 dui4
道德品質,tau4 det5 pin3 zit5
道號,tau4 hau4
繁榮富強,fan2 yin2 fu4 kiong2
泛泛之交,fam4 fam4 zu1 gau1
複讀,fuk5 tuk6
監測器,gam1 cet5 hi4
交通車,gau1 tung1 ca1
校啱,gau4 ngam1
激打,git5 da3
驚叫聲,gin1 giau4 sang1
乾草堆,gon1 cau3 doi1
江湖道義,gong1 fu2 tau4 ngi4
講下講下,gong3 ha4 gong3 ha4
供事,giung4 su4
鬼話連篇,gui3 va4 lien2 pien1
行蠱惑,hang2 gu3 fet6
行軍禮,hang2 giun1 li1
行蹤飄忽,hang2 zung1 piau1 fut5
吃布,ket5 bu4
吃裏扒外,ket5 li1 pa2 ngoi4
去中大,hi4 zung1 tai4
血栓形成,hiet5 san1 hin2 sin2
因父之名,yin1 fu4 zu1 min2
一定有鬼,yit5 tin4 yiu1 gui3
一兩層,yit5 liong1 cen2
潤腸通便,yun4 cong2 tung1 pien4
驗定,ngiam4 tin4
月長石,ngiet6 cong2 sak6
月份會議,ngiet6 fun4 fui4 ngi4
月下貨,ngiet6 ha4 fo4
靈糧堂,lin2 liong2 tong2
量具,liong2 ki3
兩頭騰,liong1 teu2 ten2
馬師道,ma1 su1 tau4
萬年青,man4 ngien2 ciang1
麼地道,mo1 ti4 tau4
亡命天涯,mong2 min4 tien1 ngai2
毛重,mau1 cung1
冒名頂替,mau4 min2 din3 tai4
夢幻泡影,mung4 fam4 pau1 yang3
鬧革命,lau4 gak5 min4
尿毒症,ngiau4 tuk6 zin4
安好心,on1 hau3 sim1
排憂解難,pai2 yiu1 gai3 lan2
皰疹病毒,piau4 zin3 piang4 tuk6
鋪蓋,pu1 goi4
三句不離,sam1 gi4 but5 li2
三公消費,sam1 gung1 siau1 fui4
三合土,sam1 hap6 tu3
西頂,si1 din3
洗臉盆,se3 liam3 pun2
生物質能,sang1 vut6 zit5 len2
思潮起伏,su1 cau2 hi3 fuk6
食用鹽,sit6 yung4 yam2
鮮竹卷,sien1 zuk5 gien3
成人班,sin2 ngin2 ban1
城門隧道,sang2 mun2 sui4 tau4
小打小鬧,siau3 da3 siau3 lau4
小人蛇,siau3 ngin2 sa2
疏忽大意,so1 fut5 tai4 yi4
推擋,tui1 dong3
躺倒,tong3 dau3
討吃,tau3 ket5
通訊協定,tung1 sin4 hiap6 tin4
同卵雙生,tung2 lon3 sung1 sang1
同撈同煲,tung2 lau1 tung2 bau1
斷水斷電,ton1 sui3 ton1 tien4
遺傳學家,vui2 con2 hok6 ga1
屈光度,kiut5 gong1 tu4
屈水,kiut5 sui3
胡春華,fu2 cun1 fa2
集體強姦,sip6 ti3 kiong2 gan1
只欠東風,zit5 kiam4 dung1 fung1
嗣後,su4 heu4
戰略要點,zien4 liok6 yau4 diam3
專業户,zon1 ngiap6 fu4
爆陰毒,bau4 yim1 tuk6
寶雲道,bau3 yun2 tau4
臭腥,ciu4 siang1
隨緣樂助,sui2 yen2 lok6 co4
磁通量,cu2 tung1 liong4
青原,ciang1 ngien2
青黴素,ciang1 mi2 su4
情深義重,cin2 cim1 ngi4 cung4
切成絲,ciet5 sin2 su1
錯落有致,cok5 lok6 yiu1 zi4
衝打,cung1 da3
從頭做起,cung2 teu2 zo4 hi3
打漿,da3 ziong1
大件抵食,tai4 kien4 dai3 sit6
大客車,tai4 hak5 ca1
擔唔擔心,dam1 m1 dam1 sim1
淡菜,tam4 coi4
低八度,dai1 bat5 tu4
地靈人傑,ti4 lin2 ngin2 kiet6
頂數,din3 su4
定過抬油,tin4 go4 toi2 yiu2
道德家,tau4 det5 ga1
獨到之處,tuk6 dau4 zu1 cu4
番薯糖水,fan1 su2 tong2 sui3
坊間傳言,fong2 gan1 con2 ngien2
富有柿,fu4 yiu1 se2
假正經,ga3 zin4 gin1
解饞,gai3 cam2
更練,gang1 lien4
急剎車,gip5 sat5 ca1
九道,giu3 tau4
久仰大名,giu3 ngiong1 tai4 min2
機關車,gi1 gan1 ca1
撿便宜,giam3 pien2 li2
驚喜交集,gin1 hi3 gau1 sip6
各打五十,gok5 da3 ng3 sip6
谷住度氣,guk5 cu4 tu4 hi4
工筆畫,gung1 bit5 fa4
公主嶺,gung1 zu3 liang3
鬼頭仔,gui3 teu2 zai3
限定詞,han4 tin4 cu2
興沖沖,hin4 cung1 cung1
可塞,ko3 set5
寒毒,hon2 tuk6
好傷身,hau3 song1 sin1
好賤格,hau3 cien4 gak5
血中毒,hiet5 zung4 tuk6
音質好,yim1 zit5 hau3
人間喜劇,ngin2 gan1 hi3 kiak6
一兩堂,yit5 liong1 tong2
一啤,yit5 pia1
郵車,yiu2 ca1
原處,ngien2 cu4
懸浮列車,hien2 feu2 liet6 ca1
拉米夫定,lai1 mi3 fu1 tin4
黎明時分,lai2 min2 si2 fun4
旅行支票,li3 hang2 zi1 piau4
兩碼事,liong1 ma1 su4
兩面三刀,liong1 mien4 sam1 dau1
落簿,lok6 pu1
綿裏藏針,mien2 li1 cong2 zim1
霧裏看花,vu4 li1 kon4 fa1
牛仔衫,ngiu2 zai3 sam1
三百五十,sam1 bak5 ng3 sip6
三不五時,sam1 but5 ng3 si2
三顧茅廬,sam1 gu4 mau2 lu2
三號線,sam1 hau4 sien4
三陪小姐,sam1 pui2 siau3 zia3
三廂,sam1 siong1
山頂道,san1 dang3 tau4
西洋參,si1 yong2 sem1
深旺道,cim1 vong4 tau4
新青年,sin1 ciang1 ngien2
神經膠質,sin2 gin1 gau1 zit5
碩士班,sak6 su4 ban1
水瓜打狗,sui3 ga1 da3 geu3
水上人家,sui3 song4 ngin2 ga1
斯文淡定,su1 vun2 tam4 tin4
釋經,sit5 gin1
色胺酸,set5 on1 son1
食物纖維,sit6 vut6 siam1 vui2
食四方飯,sit6 si4 fong1 fan4
食井水,sit6 ziang3 sui3
雙射,sung1 sa4
商住兩用,song1 cu4 liong1 yung4
上等貨,song4 den3 fo4
喪叫,song4 giau4
崇山峻嶺,cung2 san1 zun4 liang3
提倡者,ti2 cong4 za3
調速,tiau2 suk5
陶冶,tau2 ya3
屯赤隧道,tun2 cak5 sui4 tau4
畫外音,fa4 ngoi4 yim1
環保鬥士,van2 bau3 deu4 su4
鑊仔,vok6 zai3
互為因果,fu4 vui2 yin1 go3
玩忽,van4 fut5
爭番啖氣,zang1 fan1 tam4 hi4
震天價響,zin3 tien1 ga4 hiong3
爭風吃醋,zang1 fung1 ket5 cu4
醉酒駕車,zui4 ziu3 ga4 ca1
致死量,zi4 si3 liong4
墊住,tiap6 cu4
