char,canton,waitau,searchkey,hakka1,hakka2,Notes
癘,läi6,läi6,癘läi6,li4,,
癙,sü2,sü2,癙sü2,cu3,,
癟,bit6,bik6,癟bit6,piet6,,
癠,zäi3,zäi1,癠zäi3,zi4,,
癡,ci1,ci1,癡ci1,ci1,,
癢,yöng5,yöng1,癢yöng5,yong1,,
癤,zit3,zik2,癤zit3,ziet5,,
癥,zing1,zäng1,癥zing1,zin1,,
癩,lai3,lai1,癩lai3,lai4,,~瘡
癩,lat3,læk2,癩lat3,lat5,,~痢
癬,sin5,sing1,癬sin5,sien3,,
癭,ying1,yäng1,癭ying1,yin1,,
癮,yän5,yäng1,癮yän5,yin3,,
癰,yung1,yung1,癰yung1,yung1,,
癱,tan1,tæng1,癱tan1,tan1,,
癲,din1,ding1,癲din1,dien1,,
癵,lün4,lüng4,癵lün4,lan2,,
癸,gwäi3,gwäi1,癸gwäi3,gui4,,
登,däng1,däng1,登däng1,den1,,
發,fat3,fæk2,發fat3,fat5,,
白,bak6,bæk6,白bak6,pak6,,
百,bak3,bæk2,百bak3,bak5,,
癿,ga1,ga1,癿ga1,ga1,,
皁,cou3,cäu1,皁cou3,cau4,,
皂,zou6,zäu6,皂zou6,cau4,,
的,dik1,däk2,的dik1,dit5,,
皆,gai1,gai1,皆gai1,gai1,,
皇,wong4,wong4,皇wong4,fong2,,
皈,gwäi1,gwäi1,皈gwäi1,gui1,,
皋,gou1,gäu1,皋gou1,gau1,,
皎,gau2,gau2,皎gau2,gau3,,
皓,hou6,häu6,皓hou6,hau3,,
皖,wun5,wung1,皖wun5,van3,,
皚,ngoi4,wui4,皚ngoi4,ngoi2,,
皛,kiu5,kiu1,皛kiu5,kiau1,,
皜,hou6,häu6,皜hou6,hau4,,
皞,hou6,häu6,皞hou6,hau4,,
皤,po4,po4,皤po4,po2,,
皦,giu2,giu2,皦giu2,giau3,,
皪,lik6,läk6,皪lik6,lit6,,
皫,piu2,piu2,皫piu2,piau3,,
皭,zök3,zök2,皭zök3,ziok5,,
皮,pei4,pi4,皮pei4,pi2,,
皰,pau3,pau1,皰pau3,piau4,,
皴,cön1,cäng1,皴cön1,zun1,,
皵,cök3,cök2,皵cök3,siak5,,
皸,gwän1,gwäng1,皸gwän1,giun1,,
皺,zäu3,zäu1,皺zäu3,ziu4,,
皻,za1,za1,皻za1,za1,,
皽,zin2,zing2 ,皽zin2,zien3,,
皿,ming5,mäng1,皿ming5,men3,,
盂,yü4,yü4,盂yü4,yi2,,
盃,bui1,bui1,盃bui1,bui1,,
盅,zung1,zung1,盅zung1,zung1,,
盆,pun4,pung4,盆pun4,pun2,,
盈,ying4,yäng4,盈ying4,yin2,,
盉,wo4,wo4,盉wo4,fo2,,
益,yik1,yäk2,益yik1,yit5,,
盍,häp6,häp6,盍häp6,hap6,,
盎,ong3,ong1,盎ong3,ong4,,
盒,häp6,häp6,盒häp6,hap6,,
盔,kwäi1,kwäi1,盔kwäi1,kui1,,
盛,sing4,säng4,盛sing4,sin2,,~一桶水
盛,sing6,säng6,盛sing6,sang4,,旺~
盜,dou6,däu6,盜dou6,tau4,,
盝,luk1,luk2,盝luk1,luk5,,
盞,zan2,zæng2,盞zan2,zan3,,
盟,mäng4,mäng4,盟mäng4,men2,,
盡,zön6,zäng6,盡zön6,cin4,,
監,gam1,gam1,監gam1,gam1,,~督
監,gam3,gam1,監gam3,gam4,,國子~
盤,pun4,pung4,盤pun4,pan2,,
盥,gwun3,gwung1,盥gwun3,gon4,,
盦,äm1,äm1,盦äm1,am1,,
盧,lou4,lu4,盧lou4,lu2,,
盪,dong6,dong6,盪dong6,tong4,,
盬,gwu2,gwu2,盬gwu2,gu3,,
盭,löi6,löi6,盭löi6,lui4,,
目,muk6,muk6,目muk6,muk6,,~錄
目,muk6,muk6,目muk6,muk5,,~前
盯,deng1,däng1,盯deng1,dang1,,
盰,gon3,gwung1,盰gon3,gon3,,
盱,höi1,hü1,盱höi1,hi1,,
盲,mang4,mæng4,盲mang4,mang2,,
直,zik6,zäk6,直zik6,cit6,,
相,söng1,söng1,相söng1,siong1,,"互~, ~撲"
相,söng3,söng1,相söng3,siong4,,"丞~, ~片"
相,söng2,söng1,相söng2,siong4,,
盹,zön1,zäng1,盹zön1,zun1,,
盺,yän1,yäng1,盺yän1,hiun1,,
盻,häi6,häi6,盻häi6,hi4,,
盼,pan3,pæng1,盼pan3,pan4,,
盾,tön5,täng1,盾tön5,tun3,,
省,sang2,sæng2,省sang2,sen3,,廣東~
省,sing2,säng2,省sing2,sin3,,反~
眅,ban1,bæng1,眅ban1,ban1,,
眇,miu5,miu1,眇miu5,miau3,,
眈,dam1,dam1,眈dam1,dam1,,
眉,mei4,mi4,眉mei4,mi2,,
眊,mou6,mäu6,眊mou6,mau4,,
看,hon1,fung1,看hon1,kon4,,~更
看,hon3,fung1,看hon3,kon4,,~到
眑,yiu2,yiu2,眑yiu2,miau3,,
眕,cän2,cäng2,眕cän2,zin3,,
眚,säng2,säng2,眚säng2,sen3,,
眛,mei6,mi6,眛mei6,mui4,,
眝,cü5,cü1,眝cü5,du3,,
真,zän1,zäng1,真zän1,zin1,,
眠,min4,ming4,眠min4,min2,,
眢,wan1,wæng1,眢wan1,van1,,
眣,dit3,dik2,眣dit3,diet5,,
眥,zai6,zai6,眥zai6,zu1,,~裂
眥,zi6,zi6,眥zi6,zu1,,決~
眨,sap1,sap2,眨sap1,ngiap5,,
眩,yün4,yüng4,眩yün4,hien4,,
眯,mäi5,mäi1,眯mäi5,mi3,,
眴,sön3,säng1,眴sön3,sun4,,
眵,ci1,ci1,眵ci1,ci1,,
眶,hong1,hong1,眶hong1,kiong1,,
眷,gün3,güng1,眷gün3,gien4,,
眸,mäu4,mäu4,眸mäu4,miu2,,
眹,zän6,zäng6,眹zän6,cin4,,
眺,tiu3,tiu1,眺tiu3,tiau4,,
眼,ngan5,ngæng1,眼ngan5,ngan3,,
眽,mäk6,mæk6,眽mäk6,mak5,,
眾,zung3,zung1,眾zung3,zung4,,
着,zök3,zök2,着zök3,zok5,,衣~
着,zök6,zök6,着zök6,cok6,,~手
睅,hon5,fung1,睅hon5,hon3,,
睆,wun5,wung1,睆wun5,gon3,,
睇,däi6,däi6,睇däi6,ti4,,
睊,gün1,güng1,睊gün1,gien1,,
睍,yin5,ying1 ,睍yin5,hien3,,
睎,hei1,hi1,睎hei1,hi1,,
睏,kwän3,kwäng1,睏kwän3,kun4,,
睒,sim2,sim2,睒sim2,sam3,,
睖,ling4,läng4,睖ling4,lin2,,
睚,ngai4,ngai4,睚ngai4,ngai2,,
睛,zing1,zäng1,睛zing1,zin1,,
睜,zäng1,zäng1,睜zäng1,zang1,,
睞,loi6,löi6,睞loi6,loi3,,
睟,söi6,söi6,睟söi6,cui4,,
睠,gün2,güng2,睠gün2,gien3,,
睡,söi6,söi6,睡söi6,soi4,,
睢,söi1,söi1,睢söi1,cui1,,
督,duk1,duk2,督duk1,duk5,,
睥,päi5,päi1,睥päi5,pi3,,
睦,muk6,muk6,睦muk6,muk6,,
睧,fän1,fäng1,睧fän1,fun1,,
睨,yi6,yi6,睨yi6,ngi4,,
睪,yik6,yäk6,睪yik6,yit6,,
睫,zip3,zip2,睫zip3,ciap6,,
睬,coi2,cöi2,睬coi2,cai3,,
睯,fän1,fäng1,睯fän1,men3,,
睹,dou2,du2,睹dou2,du3,,
睼,däi6,däi6,睼däi6,ti4,,
睽,kwäi4,kwäi4,睽kwäi4,kui2,,
睾,gou1,gäu1,睾gou1,yit6,,
睿,yöi6,yöi6,睿yöi6,yui4,,
瞀,mäu6,mäu6,瞀mäu6,miu4,,
瞄,miu4,miu4,瞄miu4,miau2,,
瞇,mei1,mi1,瞇mei1,mi1,,
瞋,zän1,zäng1,瞋zän1,zin1,,
瞌,häp1,häp2,瞌häp1,kap5,,
瞍,säu2,säu2,瞍säu2,siu3,,
瞎,hät6,häk6,瞎hät6,hat5,,
瞑,ming4,mäng4,瞑ming4,men2,,
瞕,zöng3,zöng1,瞕zöng3,zong4,,
瞙,mok6,mok6,瞙mok6,mok5,,
瞚,sön3,säng1,瞚sön3,sun4,,
瞞,mun4,mung4,瞞mun4,man2,,
瞟,piu5,piu1,瞟piu5,piau3,,
瞠,tong4,tong4,瞠tong4,tong2,,
瞢,mung4,mung4,瞢mung4,mung2,,
瞥,pit3,pik2,瞥pit3,pet5,,
瞧,ciu4,ciu4,瞧ciu4,ziau2,,
瞨,buk6,buk6,瞨buk6,puk6,,
瞪,cing4,cäng4,瞪cing4,cin2,,
瞫,säm2,säm2,瞫säm2,sim3,,
瞬,sön3,säng1,瞬sön3,sun4,,
瞭,liu4,liu4,瞭liu4,liau2,,~望
瞭,liu5,liu1,瞭liu5,liau3,,~解
瞰,häm3,häm1,瞰häm3,kam4,,
瞳,tung4,tung4,瞳tung4,tung2,,
瞶,gwäi3,gwäi1,瞶gwäi3,gui4,,
瞷,gan3,gæng1,瞷gan3,gan4,,
瞻,zim1,zim1,瞻zim1,zam1,,
瞽,gwu2,gwu2,瞽gwu2,gu3,,
瞿,köi4,kü4,瞿köi4,ki3,,
矇,mung4,mung4,矇mung4,mung2,,
矍,fok3,fok2,矍fok3,kiok5,,
矓,lung4,lung4,矓lung4,lung2,,
矗,cuk1,cuk2,矗cuk1,cuk5,,
矙,häm3,häm1,矙häm3,kam4,,
矚,zuk1,zuk2,矚zuk1,zuk5,,
矛,mau4,mau4,矛mau4,mau2,,
矜,ging1,gäng1,矜ging1,kim1,,
矞,wät6,wäk6,矞wät6,yut6,,
矢,ci2,ci2,矢ci2,ci3,,
矣,yi5,yi1,矣yi5,yi3,,
知,zi1,zi1,知zi1,di1,,(曉得)
知,zi1,zi1 ,知zi1,zi1,,~己
知,zi3,zi1 ,知zi3,zi4,,~識
矧,yän5,yäng1,矧yän5,yin3,,
矩,göi2,gü2,矩göi2,gi3,,
矬,co4,co4,矬co4,co2,,
短,dün2,düng2,短dün2,don3,,
矮,äi2,ai2,矮äi2,ai3,,
矯,giu2,giu2,矯giu2,giau3,,
矰,zäng1,zäng1,矰zäng1,zen1,,
矱,uk1,uk2,矱uk1,vok5,,
石,sek6,sek6,石sek6,sak6,,
矸,gon3,gwung1,矸gon3,gon4,,
矹,ngät6,ngäk6,矹ngät6,ngut5,,
矻,ngät6,ngäk6,矻ngät6,kut5,,
矼,gong1,gong1,矼gong1,gong1,,
矽,zik6,zäk6,矽zik6,cit6,,
砂,sa1,sa1,砂sa1,sa1,,
砅,läi6,läi6,砅läi6,li4,,
砆,fu1,fu1,砆fu1,fu1,,
砉,wak6,wæk6,砉wak6,vak6,,
砌,cäi3,cäi1,砌cäi3,ci4,,
砍,häm2,häm2,砍häm2,kam3,,
砍,häm2,häm2,砍häm2,kam4,,(客家話：切割）
砎,gai3,gai1,砎gai3,gai4,,
砑,nga6,nga6,砑nga6,nga4,,
砒,päi1,päi1,砒päi1,pai1,,(削)
砒,pei1,pi1 ,砒pei1,pi1,,~霜
研,yin4,ying4,研yin4,ngan2,,
砝,fat3,fæk2,砝fat3,fap5,,
砠,zöi1,zü1,砠zöi1,zu1,,
砢,lo2,lo2,砢lo2,lo3,,
砣,to4,to4,砣to4,to2,,
砥,däi2,däi2,砥däi2,di3,,
砦,zai6,zai6,砦zai6,cai4,,
砧,zäm1,zäm1,砧zäm1,zem1,,
砫,zü2,zü2,砫zü2,zu3,,
砬,läp6,läp6,砬läp6,lip6,,
砭,bin1,bing1,砭bin1,bien1,,
砮,nou6,nu6,砮nou6,lu4,,
砯,ping1,päng1,砯ping1,pin1,,
砰,ping4,päng4,砰ping4,pin2,,
砲,pau3,pau1,砲pau3,pau4,,
破,po3,po1,破po3,po4,,
砸,zap3,zap2,砸zap3,zap5,,
硃,zü1,zü1,硃zü1,zu1,,
硈,kit3,kik2,硈kit3,kat5,,
硉,löt6,läk6,硉löt6,lut6,,
硌,lok6,lok6,硌lok6,lok6,,
硍,han6,hæng6,硍han6,han4,,
硎,ying4,yäng4,硎ying4,hin2,,
硐,tung4,tung4,硐tung4,tung2,,
硜,häng1,häng1,硜häng1,gin1,,
硝,siu1,siu1,硝siu1,siau1,,
硞,kok3,kok2,硞kok3,kok6,,
硠,long4,long4,硠long4,long2,,
硤,gip6,gip6,硤gip6,kiap6,,
硨,ce1,ce1,硨ce1,ca1,,
硩,cit3,cik2,硩cit3,ciet5,,
硪,ngo4,ngo4,硪ngo4,ngo2,,
硫,läu4,läu4,硫läu4,liu2,,
硬,ngang6,ngæng6,硬ngang6,ngang4,,
硭,mong4,mong4,硭mong4,mong2,,
硯,yin6,ying6,硯yin6,yen4,,
硼,pang4,pæng4,硼pang4,pen2,,
硾,cöi4,cöi4,硾cöi4,cui2,,
硿,hung1,hung1,硿hung1,kung1,,
碆,po4,po4,碆po4,po2,,
碇,ding3,däng1,碇ding3,dang4,,
碉,diu1,diu1,碉diu1,diau1,,
碌,luk1,luk2,碌luk1,luk5,,
碎,söi3,söi1,碎söi3,sui4,,
碏,sik1,säk2,碏sik1,sit5,,
碑,bei1,bi1,碑bei1,bi1,,
碓,döi3,döi1,碓döi3,doi4,,
碔,mou5,mu1,碔mou5,vu3,,
碕,kei4,ki4,碕kei4,ki2,,
碖,lön4,läng4,碖lön4,lun2,,
碗,wun2,wung2,碗wun2,von3,,
碘,din2,ding2,碘din2,dien3,,
碞,ngam4,ngam4,碞ngam4,ngam2,,
碟,dip6,dip6,碟dip6,tiap6,,
碡,duk6,duk6,碡duk6,tuk6,,
碣,kit3,kik2,碣kit3,giet5,,
碥,bin2,bing2,碥bin2,bien3,,
碧,bik1,bäk2,碧bik1,bit5,,
碨,wui1,wui1,碨wui1,voi1,,
碩,sek6,sek6,碩sek6,sak6,,
碪,zäm1,zäm1,碪zäm1,zem1,,
碫,dün6,düng6,碫dün6,ton4,,
碭,dong6,dong6,碭dong6,tong4,,
碰,pung3,pung1,碰pung3,pang4,,
碳,tan3,tæng1,碳tan3,tan4,,
確,kok3,kok2,確kok3,kok5,,
碼,ma5,ma1,碼ma5,ma1,,
碾,nin5,ning1,碾nin5,ngien3,,
磁,ci4,ci4,磁ci4,cu2,,
磄,tong4,tong4,磄tong4,tong2,,
磅,bong6,bong6,磅bong6,pong4,,
磈,fai3,fai1,磈fai3,vui3,,
磉,song2,song2,磉song2,song3,,
磊,löi5,löi1,磊löi5,lui3,,
磋,co1,co1,磋co1,co1,,
磌,tin4,ting4,磌tin4,tien2,,
磏,lim4,lim4,磏lim4,liam2,,
磐,pun4,pung4,磐pun4,pan2,,
磑,hoi2,fui2,磑hoi2,koi3,,
磕,häp6,häp6,磕häp6,kap6,,
磚,zün1,züng1,磚zün1,zon1,,
磛,cam4,cam4,磛cam4,cam2,,
磝,ngou4,ngäu4,磝ngou4,ngau2,,
磟,luk6,luk6,磟luk6,luk6,,
磡,häm3,häm1,磡häm3,ham4,,
磢,song2,song2,磢song2,song3,,
磣,cam2,cam2,磣cam2,cam3,,
磧,zak3,zæk2,磧zak3,zak5,,大石~死蟹
磧,zik1,zäk2,磧zik1,zit5,,石~州
磨,mo4,mo4,磨mo4,mo2,,
磨,mo6,mo6,磨mo6,mo4,,
磪,cöi1,cöi1,磪cöi1,cui1,,
磬,hing1,häng1,磬hing1,kin4,,
磯,gei1,gi1,磯gei1,gi1,,
磲,köi4,kü4,磲köi4,ki2,,
磳,zäng1,zäng1,磳zäng1,zen1,,
磴,däng3,däng1,磴däng3,den4,,
磷,lön4,läng4,磷lön4,lin2,,
磺,wong4,wong4,磺wong4,vong2,,
磻,pun4,pung4,磻pun4,pan2,,
磼,zap6,zap6,磼zap6,cap6,,
磽,hau1,hau1,磽hau1,kau1,,
磾,däi1,däi1,磾däi1,dai1,,
礁,ziu1,ziu1,礁ziu1,ziau1,,
礎,co2,co2,礎co2,co3,,
礐,kok3,kok2,礐kok3,kok5,,
礓,göng1,göng1,礓göng1,giong1,,
礙,ngoi6,wui6,礙ngoi6,ngoi4,,
礜,yü6,yü6,礜yü6,yi4,,
礞,mung4,mung4,礞mung4,mung2,,
礣,mät6,mäk6,礣mät6,met6,,
礤,cat3,cæk2,礤cat3,cat5,,
礥,yin4,ying4,礥yin4,hien2,,
礦,kwong3,kwong1,礦kwong3,kang3,,
礧,löi6,löi6,礧löi6,lui4,,
礪,läi6,läi6,礪läi6,li4,,
礫,lik1,läk2,礫lik1,lit6,,
礬,fan4,fæng4,礬fan4,fan2,,
礱,lung4,lung4,礱lung4,lung2,,
礵,song1,song1,礵song1,song1,,
示,si6,si6,示si6,si4,,
礽,ying4,yäng4,礽ying4,yin2,,
社,se5,se1,社se5,sa1,,
礿,yök3,yök2,礿yök3,yok5,,
祀,zi6,zi6,祀zi6,su4,,
祁,kei4,ki4,祁kei4,ki2,,
祅,yiu1,yiu1,祅yiu1,yau1,,
祆,hin1,hing1,祆hin1,hien1,,
祇,kei4,ki4,祇kei4,ki2,,神~
祇,zi2,zi2,祇zi2,zit5,,(=只)
祈,kei4,ki4,祈kei4,ki2,,
祉,zi2,zi2,祉zi2,zi3,,
祋,dai3,dai1,祋dai3,dai4,,
祏,sek6,sek6,祏sek6,sak6,,
祐,yäu6,yäu6,祐yäu6,yiu4,,
祓,fät1,fäk2,祓fät1,fut5,,
祔,fu6,fu6,祔fu6,fu4,,
祕,bei3,bi1,祕bei3,bi4,,
祖,zou2,zu2,祖zou2,zu3,,
祗,zi1,zi1,祗zi1,zi1,,
祚,zou6,zu6,祚zou6,cu4,,
祛,köi1,kü1,祛köi1,ki1,,
祜,fu2,fu2,祜fu2,fu3,,
祝,zuk1,zuk2,祝zuk1,zuk5,,
神,sän4,säng4,神sän4,sin2,,
祟,söi6,söi6,祟söi6,sui4,,
祠,ci4,ci4,祠ci4,cu2,,
祡,cai4,cai4,祡cai4,cai2,,
祣,löi5,lü1,祣löi5,li3,,
祥,cöng4,cöng4,祥cöng4,siong2,,
祧,tiu1,tiu1,祧tiu1,tiau1,,
票,piu3,piu1 ,票piu3,piau4,,
祩,zü1,zü1,祩zü1,zu1,,
祫,hap6,hap6,祫hap6,hap6,,(維族大衣)
祭,zäi3,zäi1,祭zäi3,zi4,,
祲,cäm1,cäm1 ,祲cäm1,cim1,,
祳,sän6,säng6,祳sän6,sin4,,
祴,goi1,gwui1,祴goi1,goi1,,
祹,tou4,täu4,祹tou4,tau2,,
祺,kei4,ki1,祺kei4,ki2,,
祼,gwun3,gwung1,祼gwun3,gon4,,
祿,luk6,luk6,祿luk6,luk5,,
禁,gäm3,gäm1,禁gäm3,gim4,,~區
禁,käm1,gäm1,禁käm1,gim1,,"(耐用, 頂得住)"
禂,cau2,cau2,禂cau2,dau3,,
禋,yän1,yäng1,禋yän1,yen1,,
禍,wo6,wo6,禍wo6,fo4,,
禎,zing1,zäng1,禎zing1,zin1,,
福,fuk1,fuk2,福fuk1,fuk5,,
禓,yöng4,yöng4,禓yöng4,yong2,,
禔,täi4,täi4,禔täi4,ti2,,
禕,wäi5,wäi1,禕wäi5,yi1,,
禖,mui4,mui4,禖mui4,moi2,,
禚,zök3,zök2,禚zök3,zok5,,
禛,zän1,zäng1,禛zän1,zin1,,
禜,wing4,wäng4,禜wing4,yin4,,
禡,ma6,ma6,禡ma6,ma4,,(古祭名)
禡,nga4,nga4,禡nga4,nga2,,做~
禦,yü6,yü6,禦yü6,ngi4,,
禧,hei1,hi1,禧hei1,hi1,,
禨,gei1,gi1,禨gei1,gi1,,
禪,sim4,sim4,禪sim4,sam2,,~宗
禪,sin4,sing4,禪sin4,sien4,,~讓
禫,tam4,tam4,禫tam4,tam2,,
禫,tam5,tam1,禫tam5,tam3,,
禬,kwui2,kwui2,禬kwui2,kai4,,
禮,läi5,läi1,禮läi5,li1,,
禰,nei5,ni1,禰nei5,li3,,
禱,tou2,täu2,禱tou2,dau3,,
禳,yöng4,yöng4,禳yöng4,yong2,,
禴,yök3,yök2,禴yök3,yok5,,
禶,zan3,zæng1,禶zan3,zan4,,
禸,yäu2,yäu2,禸yäu2,ngiu3,,
禹,yü5,yü1,禹yü5,yi3,,
禺,yü4,yü4,禺yü4,ngi2,,
离,lei4,li4,离lei4,li2,,
禽,käm4,käm4,禽käm4,kim2,,
禾,wo4,wo4,禾wo4,vo2,,
禿,tuk1,tuk2,禿tuk1,tuk5,,
秀,säu3,säu1,秀säu3,siu4,,
私,si1,si1,私si1,su1,,
秅,ca4,ca4,秅ca4,ca2,,
秈,sin1,sing1,秈sin1,sien1,,
秉,bing2,bäng2,秉bing2,bin3,,
秋,cäu1,cäu1,秋cäu1,ciu1,,
种,cung1,cung1,种cung1,cung1,,
秏,hou3,häu1,秏hou3,hau4,,
科,fo1,fo1,科fo1,ko1,,
秒,miu5,miu1,秒miu5,miau3,,
秘,bei3,bi1,秘bei3,bi4,,
秜,nei4,ni4,秜nei4,li2,,
秝,lik6,läk6,秝lik6,lit6,,
租,zou1,zu1,租zou1,zu1,,
秠,pei1,pi1,秠pei1,pi1,,
秣,mut3,muk2,秣mut3,mat5,,
秤,cing3,cäng1,秤cing3,cin4,,
秦,cön4,cäng4,秦cön4,cin2,,
秧,yöng1,yöng1,秧yöng1,yong1,,
秩,dit6,dik6,秩dit6,zit5,,
秪,zi1,zi1,秪zi1,zi1,,
秫,söt6,säk6 ,秫söt6,sut6,,
秬,göi6,gü6,秬göi6,ki3,,
秭,zi2,zi2,秭zi2,zi3,,
秷,zät6,zäk6,秷zät6,cit6,,
移,yi4,yi4,移yi4,yi2,,
稀,hei1,hi1,稀hei1,hi1,,
稂,long4,long4,稂long4,long2,,
稃,fu1,fu1,稃fu1,fu1,,
稅,söi3,söi1,稅söi3,soi4,,
稈,gon2,gwung2,稈gon2,gon3,,
稊,täi4,täi4,稊täi4,ti2,,
程,cing4,cäng4,程cing4,cang2,,(姓)
程,cing4,cäng4,程cing4,cin2,,工~
稌,tou4,tu4,稌tou4,tu2,,
稍,sau2,sau2,稍sau2,sau1,,
稐,lön5,läng1,稐lön5,lun3,,
稑,luk6,luk6,稑luk6,luk6,,
稓,zok6,zok6,稓zok6,cok6,,
稔,näm5,näm1,稔näm5,lem3,,~熟
稔,nim1,nim1,稔nim1,lim3,,~灣(地名)
稕,zön3,zäng1,稕zön3,zun4,,
稗,bai6,bai6,稗bai6,pai4,,
稘,kei4,ki4,稘kei4,ki2,,
稙,zik6,zäk6 ,稙zik6,cit6,,
稚,zi6,zi6,稚zi6,ci4,,
稜,ling4,läng4,稜ling4,lin2,,
稞,fo1,fo1,稞fo1,ko1,,
稟,bän2,bäng2,稟bän2,bin3,,
稠,cäu4,cäu4,稠cäu4,ciu2,,
稨,bin1,bing1,稨bin1,bien1,,
種,zung2,zung2,種zung2,zung3,,~類
種,zung3,zung1,種zung3,zung4,,~植
稯,zung1,zung1,稯zung1,zung1,,
稱,cing1,cäng1,稱cing1,cin1,,
稷,zik1,zäk2,稷zik1,zit5,,
稻,dou6,däu6,稻dou6,tau1,,
稼,ga3,ga1,稼ga3,ga4,,
稽,käi1,käi1,稽käi1,ki1,,無~
稽,käi2,käi2,稽käi2,ki3,,~首
稿,gou2,gäu2 ,稿gou2,gau3,,
穀,guk1,guk2,穀guk1,guk5,,
穄,zäi3,zäi1,穄zäi3,zi4,,
穆,muk6,muk6,穆muk6,muk6,,
穇,cam1,cam1,穇cam1,cam1,,
穈,mun4,mung4,穈mun4,mun2,,
穊,gei3,gi1,穊gei3,gi4,,
穌,sou1,su1,穌sou1,su1,,
積,zik1,zäk2,積zik1,zit5,,
穎,wing6,wäng6,穎wing6,yin3,,
穗,söi6,söi6,穗söi6,sui4,,
穜,tung4,tung4,穜tung4,tung2,,
穟,söi6,söi6,穟söi6,sui4,,
穠,nung4,nung4,穠nung4,ngiung2,,
穡,sik1,säk2,穡sik1,sit5,,
穢,wäi3,wäi1,穢wäi3,ve4,,
穧,zäi3,zäi1,穧zäi3,zi4,,
穩,wän2,wäng2,穩wän2,vun3,,
穫,wok6,wok6,穫wok6,vok6,,
穬,kwong3,kwong1,穬kwong3,kang3,,
穮,biu1,biu1,穮biu1,biau1,,
穰,yöng4,yöng4,穰yöng4,yong2,,
穱,zök3,zök2,穱zök3,ziok5,,
穴,yüt6,yük6,穴yüt6,hiet6,,
穵,wat3,wæk2,穵wat3,vat5,,
究,gäu3,gäu1,究gäu3,giu4,,
穸,zit6,zik6,穸zit6,sip6,,
穹,gung1,gung1,穹gung1,giung1,,
空,hung1,hung1,空hung1,fung1,,~出來
空,hung1,hung1,空hung1,kung1,,~氣
穿,cün1,cüng1,穿cün1,con1,,
窀,zön1,zäng1,窀zön1,tun2,,
突,dät6,däk6,突dät6,tut6,,
窄,zak3,zæk2,窄zak3,zak5,,
窅,yiu2,yiu2,窅yiu2,yau3,,
窆,bin2,bing2 ,窆bin2,bien3,,
窈,miu5,miu1,窈miu5,miau3,,
窊,wa1,wa1,窊wa1,va1,,
窋,züt3,zük2,窋züt3,zot5,,
窒,zät6,zäk6,窒zät6,cit6,,
窕,tiu5,tiu1,窕tiu5,tiau4,,
窖,gau3,gau1,窖gau3,gau4,,
窗,cöng1,cöng1,窗cöng1,cung1,,
窘,kwän3,kwäng1,窘kwän3,kiun3,,
窞,tam2,tam2,窞tam2,tam3,,
窟,fät1,fäk2,窟fät1,fut5,,
窠,fo1,fo1,窠fo1,ko1,,
窣,cöt1,cäk2,窣cöt1,cut5,,
窨,yäm3,yäm1,窨yäm3,yim4,,
窩,wo1,wo1,窩wo1,vo1,,
窪,wa1,wa1,窪wa1,va1,,
窬,yü4,yü4,窬yü4,yi2,,
窮,kung4,kung4,窮kung4,kiung2,,
窯,yiu4,yiu4,窯yiu4,yau2,,
窱,tiu4,tiu4,窱tiu4,tiau3,,
窳,yü5,yü1,窳yü5,yi3,,
窴,tin4,ting4,窴tin4,tien2,,
窵,diu3,diu1,窵diu3,diau4,,
窶,göi6,gü6,窶göi6,ki3,,貧~
窶,läu4,läu4,窶läu4,liu2,,甌~
窺,kwäi1,kwäi1,窺kwäi1,gui1,,
窿,lung1,lung1,窿lung1,lung1,,
竀,cang1,cæng1,竀cang1,cang1,,
竁,cöi3,cöi1,竁cöi3,cui4,,
竄,cün3,cüng1,竄cün3,con4,,
竅,hiu3,hiu1,竅hiu3,kiau4,,
竇,däu6,däu6,竇däu6,diu4,,
竊,sit3,sip2,竊sit3,ciap5,,
立,läp6,läp6,立läp6,lip6,,
立,lap6,läp6,立lap6,lip6,,
竑,wäng4,wäng4,竑wäng4,fen2,,
站,zam6,zam6,站zam6,zam4,,
竟,ging2,gäng2,竟ging2,gin3,,
章,zöng1,zöng1,章zöng1,zong1,,
竣,zön3,zäng1,竣zön3,zun4,,
童,tung4,tung4,童tung4,tung2,,
竦,sung2,sung2,竦sung2,sung3,,
竫,zing6,zäng6,竫zing6,cin4,,
竭,kit3,kik2,竭kit3,kiet5,,
端,dün1,düng1,端dün1,don1,,
競,ging6,gäng6,競ging6,kin4,,
竹,zuk1,zuk2,竹zuk1,zuk5,,
竺,zuk1,zuk2,竺zuk1,zuk5,,
竻,läk6,läk6,竻läk6,let5,,
竽,yü5,yü1,竽yü5,yi1,,
竿,gon1,gwung1 ,竿gon1,gon1,,
笄,gäi1,gäi1,笄gäi1,gi1,,
笆,ba1,ba1,笆ba1,ba1,,
笈,käp1,käp2,笈käp1,kip5,,
笊,zau3,zau1,笊zau3,gu1,,
笏,fät1,fäk2,笏fät1,fut5,,
笐,hong4,hong4 ,笐hong4,hong2,,
笑,siu3,siu1,笑siu3,siau4,,
笙,säng1,säng1,笙säng1,sen1,,
笛,dek6,dek6,笛dek6,tak6,,
笝,nap6,nap6,笝nap6,lap6,,
笞,ci1,ci1,笞ci1,ci1,,
笠,läp1,läp2,笠läp1,lip5,,
笢,män4,mäng4,笢män4,min2,,
